id,income
50001,29024.37388818595
50002,34384.522317654024
50003,44448.842072865264
50004,34122.778185672178
50005,41240.932500096867
50006,28932.60531164147
50007,40174.71547375404
50008,31527.622607291898
50009,37381.42576013464
50010,37896.147504550128
50011,35446.513268414732
50012,36239.8827092861
50013,44142.925012258966
50014,42885.612076898462
50015,35754.553794840649
50016,44448.842072865264
50017,37381.42576013464
50018,40955.304337117683
50019,29355.147127713921
50020,31211.449441357297
50021,22116.916030922555
50022,58583.674698326511
50023,44448.842072865264
50024,30761.963134156653
50025,31211.449441357297
50026,55740.651464498682
50027,40706.69410080502
50028,34709.635400280313
50029,35443.459469397596
50030,31259.856372766604
50031,26039.882848292789
50032,52244.696682379406
50033,40174.71547375404
50034,38278.865754087921
50035,70790.307819780341
50036,32260.417276172229
50037,37381.42576013464
50038,27891.690496250896
50039,41928.404197812677
50040,37381.42576013464
50041,43162.108268770353
50042,29783.562718221274
50043,45346.282066818545
50044,33107.299161023417
50045,39277.275479800752
50046,35160.5568158083
50047,31981.108261624795
50048,40915.113767858711
50049,45346.282066818545
50050,48503.233408700835
50051,52413.698379549169
50052,45833.8662506259
50053,42083.49158458996
50054,33133.657114263558
50055,25095.816800707893
50056,39277.275479800752
50057,29099.390141001819
50058,35854.492044590217
50059,21545.65663861849
50060,28367.099534622779
50061,29946.674008934588
50062,49470.058013343245
50063,30147.303644452324
50064,28197.218463212415
50065,39314.294462265476
50066,46344.691792531383
50067,52940.497731575248
50068,39277.275479800752
50069,32209.859167070132
50070,28259.48605865944
50071,41550.133966364796
50072,28410.57312923369
50073,37381.42576013464
50074,36638.690085296708
50075,46344.691792531383
50076,35678.542067205286
50077,24700.254264567251
50078,33423.344574779592
50079,45026.759259931663
50080,69760.174755448359
50081,36207.1728638551
50082,41856.333482822818
50083,24082.777358793945
50084,45346.282066818545
50085,28813.386201973117
50086,38278.865754087921
50087,29715.864756616022
50088,58737.039175151687
50089,42193.166016014104
50090,21956.365406528825
50091,33107.299161023417
50092,25577.57897104185
50093,47242.131786484664
50094,39277.275479800752
50095,49374.532413759349
50096,34836.821754735785
